frequency,word,reason,include
14801,long-lasting,enduring adjective,Y
14802,allotment,allocation/share noun,Y
14803,fang,sharp tooth,Y
14804,biosphere,life-supporting zone,Y
14805,phosphorus,chemical element,N
14806,fading,diminishing adjective,Y
14807,quasar,astronomical object,N
14808,searing,burning/intense adjective,Y
14809,gape,stare open-mouthed verb,Y
14810,diaphragm,muscle/device,Y
14811,overreact,excessive response verb,Y
14812,conspicuously,noticeably adverb,Y
14813,superstitious,believing in supernatural,Y
14815,mystic,spiritual person/adjective,Y
14816,detriment,harm/damage noun,Y
14817,mountainside,slope terrain,N
14818,vertebra,spine bone,N
14819,intersperse,scatter among verb,Y
14820,easygoing,relaxed personality,Y
14821,airlock,sealed chamber,Y
14822,effluent,waste discharge,Y
14823,cheers,toast/thanks interjection,Y
14824,renter,tenant person,Y
14825,tights,close-fitting clothing,N
14826,pallet,shipping platform,N
14827,heartbreak,emotional devastation,Y
14828,cleverly,ingenious manner,Y
14830,biochemical,biological chemistry adjective,Y
14831,ingest,consume/take in verb,Y
14832,choreograph,create dance verb,Y
14833,gratefully,thankful manner,Y
14834,exposition,explanation/exhibition,Y
14837,credence,belief/acceptance noun,Y
14838,quarantine,isolation for disease,Y
14839,peat,decomposed plant material,N
14840,playfully,lighthearted manner,Y
14841,stammer,speech impediment verb,Y
14842,deride,mock/ridicule verb,Y
14843,underpinning,foundation/basis noun,Y
14844,descending,going down adjective,Y
14846,head-on,direct confrontation,Y
14847,admonition,warning/rebuke noun,Y
14848,uninterrupted,continuous adjective,Y
14849,reverie,daydream state,Y
14850,practicality,practical quality,Y
14851,liking,preference/fondness noun,Y
14852,diabetic,diabetes-related adjective,Y
14853,gradient,slope/gradual change,Y
14854,inroads,progress/advances noun,Y
14855,nimble,agile/quick adjective,Y
14856,acidic,sour/pH adjective,Y
14857,streetlight,lighting fixture,N
14858,off-limits,forbidden adjective,Y
14859,diminutive,tiny adjective,Y
14861,monograph,scholarly treatise,Y
14862,sporty,athletic style adjective,Y
14863,sculptural,three-dimensional art,Y
14864,spank,hit as punishment verb,Y
14865,nerd,intellectual/enthusiast noun,Y
14866,infrequently,rarely adverb,Y
14867,contractual,agreement-based adjective,Y
14868,overload,excessive burden verb/noun,Y
14869,aficionado,enthusiast/devotee noun,Y
14870,charred,burnt black adjective,Y
14871,fiber-optic,light transmission technology,Y
14872,maiden,first/unmarried adjective/noun,Y
14874,donut,pastry,N
14875,simplified,made simpler adjective,Y
14876,rickety,unstable/shaky adjective,Y
14877,ecclesiastical,church-related adjective,Y
14878,stutter,speech impediment verb,Y
14879,idealized,perfect representation,Y
14880,rectify,correct/fix verb,Y
14882,three-month,duration compound,N
14883,multiplicity,many/variety noun,Y
14884,pussy,vulgar slang,N
14885,monolithic,massive uniform adjective,Y
14886,coolly,calm manner/unfriendly,Y
14887,payload,cargo/explosive load,Y
14888,crusader,campaigner/reformer noun,Y
14890,bushel,measurement unit,N
14891,affectionately,loving manner,Y
14892,husky,deep voice/large adjective,Y
14893,heresy,contrary belief,Y
14894,tenement,apartment building,Y
14895,undeveloped,not developed adjective,Y
14897,detract,diminish/take away verb,Y
14898,midterm,middle of period,Y
14899,interrelated,connected adjective,Y
14900,caramel,candy/color,N
14901,squatter,illegal occupant,Y
14902,denominator,math term/common factor,Y
14904,mesa,flat-topped hill,N
14905,oscillation,fluctuation/swing noun,Y
14906,bandwagon,popular trend,Y
14907,ovarian,ovary-related medical,N
14908,predisposition,tendency/inclination noun,Y
14909,sparsely,thinly/scattered manner,Y
14910,widening,expanding adjective,Y
14911,pleasurable,enjoyable adjective,Y
14912,conundrum,difficult problem,Y
14913,foresight,planning ahead noun,Y
14914,leakage,escape of substance,Y
14915,fatally,deadly manner,Y
14916,footwear,shoes/boots category,Y
14917,shaggy,unkempt/hairy adjective,Y
14918,coded,encrypted/symbolic adjective,Y
14919,dunk,immerse/basketball shot,Y
14920,pedigree,ancestry/credentials noun,Y
14921,snip,cut quickly verb,Y
14922,rivet,fastener/focus attention,Y
14923,inaction,failure to act,Y
14924,antiquated,outdated adjective,Y
14925,tacky,sticky/tasteless adjective,Y
14926,roundtable,discussion format,Y
14927,op-ed,opinion article,Y
14928,pang,sharp pain,Y
14929,truthfully,honest manner,Y
14931,chastise,scold/punish verb,Y
14932,frosty,freezing/unfriendly adjective,Y
14933,misinterpret,misunderstand verb,Y
14934,slouch,slump posture verb,Y
14935,headquarter,base operations verb,Y
14937,munitions,military supplies,Y
14939,inversion,reversal/opposite noun,Y
14940,balding,losing hair adjective,Y
14941,saline,salty/medical solution,Y
14942,iconography,symbolic imagery,Y
14943,grocer,food seller,N
14944,aloof,distant/detached adjective,Y
14946,philanthropist,charitable donor,Y
14948,ranching,livestock farming,Y
14949,externally,outside/outward adverb,Y
14950,shimmer,glimmer/shine verb,Y
14951,refreshment,snacks/drinks noun,Y
14952,seniority,rank by length,Y
14953,grinning,smiling wide adjective,Y
14954,commonality,shared trait,Y
14955,stubble,facial hair/crop remains,Y
14956,representational,depicting reality,Y
14957,vortex,whirlpool/spiral noun,Y
14958,mayoral,mayor-related adjective,Y
14959,wheeze,breathing difficulty verb,Y
14960,concoction,mixture/creation noun,Y
14962,textured,having texture adjective,Y
14963,husk,outer shell,Y
14964,parked,simple past participle,N
14965,peruse,read carefully verb,Y
14966,three-way,involving three,Y
14967,cordial,warm friendly adjective,Y
14968,shorthand,abbreviated writing,Y
14969,leach,drain away verb,Y
14970,crispy,crunchy texture,Y
14971,insecticide,bug killer chemical,N
14973,integrative,combining/holistic adjective,Y
14974,interject,interrupt/insert verb,Y
14975,shaker,container for mixing,N
14976,peck,bird bite/small amount,Y
14977,eyeglass,vision corrector,N
14980,polluter,contaminator noun,Y
14981,forty-eight,number,N
14982,microcosm,miniature representation,Y
14984,quadruple,multiply by four,Y
14985,nutty,crazy/nut-flavored adjective,Y
14986,uneasily,nervous manner,Y
14987,balm,soothing ointment/comfort,Y
14988,doorknob,door handle,N
14989,instinctive,natural/innate adjective,Y
14990,chauffeur,driver occupation,N
14992,venezuelan,nationality,N
14993,painstaking,very careful adjective,Y
14994,flattering,complimentary adjective,Y
14995,scribe,writer/copyist noun,Y
14996,jukebox,music machine,N
14997,warily,cautious manner,Y
14998,causality,cause-effect relationship,Y
15000,metamorphosis,transformation noun,Y
15001,flit,move quickly verb,Y
15002,parenthood,being parent state,Y
15004,tad,small amount,Y
15005,federalist,political ideology,Y
15006,looter,thief during chaos,Y
15007,presumed,assumed adjective,Y
15008,flooring,floor material,Y
15009,booking,reservation noun,Y
15010,self-portrait,artist's self-image,Y
15011,neurotic,anxious/obsessive adjective,Y
15012,backlog,accumulation of work,Y
15013,splatter,splash/scatter verb,Y
15014,worsening,deteriorating adjective,Y
15015,brawl,fight/melee noun,Y
15016,whitetail,deer type,N
15017,complacent,self-satisfied adjective,Y
15018,cryptic,mysterious/hidden adjective,Y
15019,reigning,current ruling adjective,Y
15020,unskilled,lacking training adjective,Y
15021,childbearing,pregnancy/birth noun,Y
15022,dung,animal waste,N
15023,somatic,body-related adjective,Y
15024,well-meaning,good intentions adjective,Y
15025,smite,strike down verb,Y
15026,obedient,compliant adjective,Y
15027,parched,extremely dry adjective,Y
15028,hospitable,welcoming adjective,Y
15029,three-point,three-point shot,N
15030,veiled,covered/hidden adjective,Y
15032,woody,wood-like/plants adjective,Y
15033,hateful,full of hate adjective,Y
15034,harmonic,musical/wave adjective,Y
15035,utopia,ideal society,Y
15036,oar,rowing paddle,N
15037,choreography,dance composition,Y
15038,absently,distracted manner,Y
15039,irrespective,regardless of,Y
15040,anonymously,without identity adverb,Y
15041,trailing,following behind adjective,Y
15042,infield,baseball area,N
15043,centrally,in center location,Y
15044,sportsman,athlete male,N
15045,hare,rabbit animal,N
15047,subterranean,underground adjective,Y
15048,adrift,floating/lost adjective,Y
15049,drumming,percussion playing,Y
15050,virulent,highly infectious adjective,Y
15051,reek,stink verb,Y
15052,meld,blend/merge verb,Y
15054,yup,informal yes,N
15055,brood,offspring/dwell on verb/noun,Y
15056,mozzarella,cheese type,N
15057,switching,changing/exchanging,Y
15058,tarmac,airport pavement,Y
15059,roaring,loud sound adjective,Y
15060,psychotherapist,mental health professional,Y
15061,fatherhood,being father state,Y
15062,characteristically,typically adverb,Y
15063,forsake,abandon verb,Y
15064,readership,reader audience,Y
15065,lawful,legal adjective,Y
15066,seethe,boil with anger verb,Y
15069,undisclosed,secret/unrevealed adjective,Y
15070,groundbreaking,innovative adjective,Y
15071,penthouse,luxury apartment,Y
15072,playmate,play companion,Y
15073,conjecture,speculation/guess noun,Y
15074,dew,morning moisture,Y
15075,unorthodox,unconventional adjective,Y
15076,logistic,logistics adjective,Y
15077,like-minded,similar thinking adjective,Y
15078,punishing,harsh/difficult adjective,Y
15079,passer,one who passes,Y
15081,displeasure,dissatisfaction noun,Y
15082,respecting,concerning/regarding,Y
15083,contraption,device/gadget noun,Y
15084,consummate,perfect/complete verb/adjective,Y
15085,swat,hit/strike verb,Y
15086,unwise,foolish adjective,Y
15088,snout,animal nose,N
15089,adjusted,simple past participle,N
15090,pretension,pretentious claim,Y
15091,invalidate,nullify verb,Y
15092,sear,burn/scorch verb,Y
15093,nesting,building nest/nested,Y
15094,unforeseen,unexpected adjective,Y
15095,cuddle,embrace affectionately verb,Y
15096,nationalistic,patriotic/excessive pride,Y
15097,adequacy,sufficiency noun,Y
15098,mistreat,abuse verb,Y
15099,nomad,wanderer noun,Y
15100,zap,strike/destroy verb,Y
15102,bohemian,artistic lifestyle adjective,Y
15103,palatable,acceptable/tasty adjective,Y
15104,spurt,sudden burst verb/noun,Y
15106,revitalization,renewal process,Y
15107,skunk,animal,N
15108,doubling,increasing twofold,Y
15109,deviant,abnormal/nonconforming adjective,Y
15110,gale,strong wind,Y
15111,exquisitely,extremely refined manner,Y
15112,archipelago,island group,Y
15114,netting,mesh material,Y
15115,connoisseur,expert/appreciator noun,Y
15116,tingle,prickly sensation verb,Y
15117,modular,interchangeable parts,Y
15118,inflatable,air-filled adjective,Y
15120,optic,vision-related adjective,Y
15121,inextricably,inseparably adverb,Y
15122,genealogy,family history study,Y
15123,federalism,government system,Y
15124,emblazon,decorate prominently verb,Y
15125,seawater,ocean water,N
15126,checker,pattern/verifier noun,Y
15127,caseload,work assignment amount,Y
15129,soot,black residue,Y
15130,statehood,state status,Y
15131,feverish,hot/intense adjective,Y
15132,accordion,musical instrument,N
15133,sleepless,without sleep adjective,Y
15134,resourceful,clever/inventive adjective,Y
15135,complacency,self-satisfaction noun,Y
15136,dehydration,water loss,Y
15137,duffel,bag type,N
15138,streamlined,efficient/aerodynamic adjective,Y
15139,extant,still existing adjective,Y
15140,starboard,right ship side,N
15142,congested,crowded/blocked adjective,Y
15143,soloist,solo performer,Y
15144,freighter,cargo ship,N
15145,jokingly,humorous manner,Y
15146,atypical,unusual adjective,Y
15147,sash,decorative band,N
15148,chi-square,statistical test,N
15149,desirability,attractive quality,Y
15150,avian,bird-related adjective,Y
15151,crucifix,cross symbol,N
15152,anal,relating to anus,N
15153,lander,landing craft,Y
15154,spinning,rotating adjective,Y
15155,barbarian,uncivilized person,Y
15156,vestibule,entrance hall,Y
15157,interviewee,person interviewed,Y
15158,fireball,blazing sphere,Y
15159,featured,prominently displayed,Y
15160,custodian,caretaker/janitor,Y
15161,lengthwise,along length direction,Y
15162,karate,martial art,N
15163,extol,praise highly verb,Y
15165,freshness,quality of being fresh,Y
15166,uplifting,inspiring adjective,Y
15167,bistro,small restaurant,N
15168,amphitheater,outdoor theater,Y
15169,eyesight,vision ability,Y
15170,sixty-five,number,N
15172,stimulant,energizing substance,Y
15173,tinge,slight trace/color,Y
15174,sumptuous,luxurious adjective,Y
15175,tenacity,persistence quality,Y
15176,laid-back,relaxed adjective,Y
15177,sociocultural,social and cultural,Y
15178,coldly,unfriendly manner,Y
15179,corrugated,ridged texture adjective,Y
15180,jobless,unemployed adjective,Y
15181,tenacious,persistent adjective,Y
15182,fudge,candy/evade verb,Y
15183,noose,hanging loop,Y
15184,grouse,complain/bird verb/noun,Y
15185,misplace,lose/put wrong place,Y
15186,likable,pleasant/friendly adjective,Y
15189,stationery,writing materials,Y
15190,newsstand,newspaper seller,Y
15191,rotating,turning/alternating adjective,Y
15192,bulletproof,impenetrable adjective,Y
15193,befall,happen to verb,Y
15194,maroon,dark red/strand verb,Y
15195,micro,very small prefix,Y
15196,austerity,economic strictness,Y
15197,sap,weaken/tree fluid verb/noun,Y
15198,incessant,continuous/unending adjective,Y
15199,spherical,round ball-shaped,Y
15200,gall,boldness/bile noun,Y
15201,vogue,fashion/popularity noun,Y
15203,decaying,rotting adjective,Y
15204,insertion,placing in noun,Y
15205,commandment,divine rule,Y
15206,martyrdom,dying for belief,Y
15207,nondescript,ordinary/unremarkable adjective,Y
15208,cinder,burnt fragment,Y
15209,turban,head covering,N
15211,ranked,ordered by rank,Y
15212,virginity,sexual innocence,Y
15213,judgement,judgment variant spelling,Y
15214,yam,root vegetable,N
15215,disrespect,lack of respect verb/noun,Y
15216,religiosity,religious devotion,Y
15217,divergence,deviation/difference noun,Y
15218,rowdy,loud disorderly adjective,Y
15219,intricacy,complexity noun,Y
15220,annex,add/attach verb,Y
15221,edifice,imposing building,Y
15222,supple,flexible adjective,Y
15224,filler,filling material,Y
15225,vocalist,singer,Y
15226,squirt,spray verb,Y
15227,longer-term,extended duration,Y
15228,ethnography,cultural study,Y
15229,attached,simple past participle,N
15230,couture,high fashion,Y
15231,five-day,duration compound,N
15232,deformed,misshapen adjective,Y
15233,fraternal,brotherly adjective,Y
15234,secession,separation from union,Y
15238,panda,bear animal,N
15240,unequivocally,absolutely adverb,Y
15241,trusting,having trust adjective,Y
15242,embankment,raised bank,Y
15243,throbbing,pulsing pain adjective,Y
15244,sweeten,make sweet/improve verb,Y
15245,odyssey,long journey,Y
15246,awry,wrong/crooked adjective,Y
15247,snuff,extinguish/tobacco verb/noun,Y
15248,smelly,bad odor adjective,Y
15249,infrequent,rare adjective,Y
15250,innuendo,indirect suggestion,Y
15251,pullout,withdrawal noun,Y
15252,grandiose,impressive/pompous adjective,Y
15254,kenyan,nationality,N
15255,countdown,time counting backward,Y
15256,scourge,affliction/plague noun,Y
15257,spontaneity,impulsive quality,Y
15258,comical,funny adjective,Y
15259,distinguishing,identifying adjective,Y
15260,belie,contradict/misrepresent verb,Y
15261,intone,chant/speak verb,Y
15262,unworthy,not deserving adjective,Y
15263,throes,intense struggle,Y
15264,dumping,disposing/flooding,Y
15265,spate,sudden outpouring,Y
15267,coexistence,living together peacefully,Y
15268,apologetic,expressing regret adjective,Y
15269,audiotape,sound recording,N
15270,wasteland,barren area,Y
15271,icing,cake frosting/hockey,Y
15273,blankly,expressionless manner,Y
15275,sympathizer,supporter noun,Y
15277,bleach,whitening agent/verb,Y
15278,cheery,cheerful adjective,Y
15279,epithet,descriptive term/insult,Y
15280,post-traumatic,after trauma adjective,Y
15281,hoard,stockpile verb/noun,Y
15282,restraining,holding back adjective,Y
15283,blower,fan device,N
15284,schoolhouse,school building,N
15286,hairstyle,hair arrangement,Y
15287,inexplicably,mysteriously adverb,Y
15288,affluence,wealth noun,Y
15289,blacksmith,metal worker,N
15290,diligence,careful work,Y
15291,nordic,Scandinavian adjective,N
15292,escalator,moving stairs,N
15293,doorman,building attendant,N
15294,nourishment,food/sustenance noun,Y
15296,drove,simple past tense,N
15297,loner,solitary person,Y
15298,shyness,timid quality,Y
15299,ripen,mature verb,Y
15300,overlay,cover/superimpose verb,Y
15301,stagnation,lack of progress,Y
15302,minnow,small fish,N
15303,huff,angry breath/annoyance,Y
15304,enslave,make slave verb,Y
15305,discord,disagreement/conflict noun,Y
15306,puncture,pierce/hole verb/noun,Y
15307,riverbank,river edge,Y
15308,induct,formally admit verb,Y
15309,anyplace,anywhere,Y
15310,cosmological,universe-related adjective,Y
15311,additive,added substance,Y
15312,fictitious,made-up/false adjective,Y
15313,gauze,thin fabric,Y
15314,documented,recorded adjective,Y
15315,restrained,controlled/limited adjective,Y
15316,methodical,systematic adjective,Y
15317,undefeated,never lost adjective,Y
15318,bridal,wedding-related adjective,Y
15321,mainframe,large computer,Y
15322,fearsome,frightening adjective,Y
15323,tycoon,wealthy business magnate,Y
15324,pummel,beat/pound verb,Y
15325,removable,detachable adjective,Y
15326,greenery,green plants,Y
15327,retina,eye part,N
15328,dabble,try casually verb,Y
15329,compressor,compression device,N
15330,agility,nimbleness noun,Y
15331,discouraging,disheartening adjective,Y
15332,at-bat,baseball turn,N
15333,definitively,conclusively adverb,Y
15334,molasses,thick syrup,N
15335,wobbly,unsteady adjective,Y
15336,sentry,guard/lookout noun,Y
15337,botanist,plant scientist,N
15338,speculator,investor/gambler noun,Y
15339,categorical,absolute/unqualified adjective,Y
15340,meaty,substantial/fleshy adjective,Y
15341,howling,loud crying adjective,Y
15342,indignant,angry at injustice,Y
15343,outfitter,equipment supplier,Y
15344,rigidity,inflexibility noun,Y
15345,fat-free,no fat adjective,Y
15346,trailhead,trail starting point,Y
15347,soft-spoken,gentle quiet voice,Y
15348,medallion,decorative pendant,Y
15349,smolder,burn slowly verb,Y
15351,throb,pulsate verb,Y
15352,trojan,deceptive/ancient adjective,Y
15353,naturalistic,realistic adjective,Y
15354,thirty-three,number,N
15355,malfunction,failure to work verb/noun,Y
15356,basque,ethnic/region,N
15357,repayment,paying back noun,Y
15359,dizziness,spinning sensation,Y
15360,nuts,crazy/tree seeds adjective/noun,Y
15361,walleye,fish type,N
15362,brazen,bold shameless adjective,Y
15363,cower,cringe in fear verb,Y
15364,cross-border,between countries,Y
15365,adaptable,flexible adjustable,Y
15366,quickest,fastest superlative,N
15367,ballast,stabilizing weight,Y
15368,interdependent,mutually dependent,Y
15369,infraction,violation/breach noun,Y
15371,concomitant,accompanying adjective,Y
15372,consequent,resulting adjective,Y
15373,undeniably,certainly adverb,Y
15374,outage,power interruption,Y
15375,jurisprudence,legal philosophy,Y
15377,misinformation,false information,Y
15378,impunity,exemption from punishment,Y
15379,caseworker,social worker,Y
15380,carcinogen,cancer-causing substance,Y
15381,grading,evaluation/leveling,Y
15382,qualm,doubt/misgiving noun,Y
15383,sickening,nauseating adjective,Y
15384,conceptually,in concept manner,Y
15385,swagger,confident walk verb/noun,Y
15386,deft,skillful adjective,Y
15387,hairdresser,hair stylist,N
15388,up-front,honest/advance payment,Y
15389,flavorful,tasty adjective,Y
15392,etching,engraved artwork,Y
15393,worst-case,most negative scenario,Y
15395,mercenary,hired soldier/greedy,Y
15396,corral,enclosure/gather verb/noun,Y
15397,fleshy,thick/meaty adjective,Y
15399,ballplayer,sports player,N
15400,multicolored,many colors adjective,Y
15401,emblematic,symbolic adjective,Y
15402,entry-level,beginner position,Y
15403,spoonful,spoon amount,Y
15405,rightfully,justly adverb,Y
15406,unduly,excessively adverb,Y
15407,reprimand,scold/rebuke verb/noun,Y
15409,heron,wading bird,N
15410,eureka,discovery exclamation,Y
15411,extravaganza,elaborate event,Y
15413,saunter,leisurely walk verb,Y
15415,catheter,medical tube,N
15416,courteous,polite adjective,Y
15417,carpeting,floor covering,Y
15418,synergy,cooperative interaction,Y
15420,overworked,exhausted from work,Y
15421,marketable,sellable adjective,Y
15423,unsatisfactory,inadequate adjective,Y
15424,frenzied,frantic adjective,Y
15425,infringe,violate/encroach verb,Y
15426,rationally,logically adverb,Y
15428,contemplative,thoughtful adjective,Y
15429,cataract,eye condition/waterfall,Y
15430,shyly,timid manner,Y
15431,masonry,stone/brick work,Y
15433,well-educated,highly educated,Y
15435,single-handedly,alone by oneself,Y
15436,accelerating,speeding up adjective,Y
15437,capitol,government building,Y
15438,hypnotic,mesmerizing adjective,Y
15439,sterilize,make sterile verb,Y
15440,sonar,sound navigation,Y
15441,anti,against prefix,Y
15444,regenerate,regrow/renew verb,Y
15445,repeating,occurring again adjective,Y
15446,tram,streetcar,N
15447,screaming,loud yelling adjective,Y
15449,industrialist,factory owner,Y
15450,putter,golf club/work aimlessly,Y
15451,besiege,surround/harass verb,Y
15453,housekeeping,cleaning maintenance,Y
15454,laughing,simple present participle,N
15455,luscious,delicious/attractive adjective,Y
15456,toll-free,no charge adjective,Y
15457,normalcy,normal state,Y
15458,cylindrical,cylinder-shaped adjective,Y
15459,blocked,obstructed adjective,Y
15460,forty-two,number,N
15461,opportunistic,taking advantage,Y
15462,stocky,thickset build adjective,Y
15463,roundup,gathering/summary noun,Y
15464,eavesdrop,listen secretly verb,Y
15465,collagen,protein in skin,N
15466,crystalline,crystal-like adjective,Y
15467,thickly,densely adverb,Y
15468,mannequin,display dummy,Y
15469,propane,fuel gas,N
15470,leaky,dripping adjective,Y
15471,multi-party,multiple parties,Y
15472,multidisciplinary,multiple fields,Y
15473,rattlesnake,venomous snake,N
15474,zionist,Jewish homeland ideology,Y
15475,cambodian,nationality,N
15476,corollary,consequence/result noun,Y
15477,macroeconomic,large-scale economic,Y
15478,small-business,small enterprise,Y
15479,succeeding,following/achieving adjective,Y
15480,intuitively,instinctively adverb,Y
15481,eatery,restaurant noun,Y
15482,jalapeno,hot pepper,N
15484,subtest,part of test,Y
15485,harmonize,coordinate/blend verb,Y
15486,radish,vegetable,N
15488,rekindle,revive verb,Y
15490,violet,purple color/flower,N
15491,severance,separation/payment noun,Y
15492,furrow,groove/wrinkle verb/noun,Y
15493,tireless,never tiring adjective,Y
15494,blip,brief signal/deviation,Y
15495,metaphysics,philosophy branch,Y
15497,ember,glowing coal,Y
15498,stallion,male horse,N
15499,jogging,running exercise,N
15500,dialysis,kidney treatment,Y
15501,incinerator,burning device,Y
15502,plunk,drop heavily verb,Y
15503,reprisal,retaliation noun,Y
15505,aspen,tree type,N
15506,adobe,clay brick/software,Y
15507,semen,reproductive fluid,N
15508,crystallize,form crystals/clarify verb,Y
15509,pentecostal,Christian denomination,N
15511,strident,harsh loud adjective,Y
15512,daughter-in-law,family relation,N
15513,hiatus,break/gap noun,Y
15514,fallacy,false reasoning,Y
15515,individualistic,independent self-focused,Y
15516,arbiter,judge/decision-maker noun,Y
15517,measuring,simple present participle,N
15518,epidemiology,disease study,Y
15519,exhausting,tiring adjective,Y
15520,invincible,unbeatable adjective,Y
15521,hiv-positive,infected status,Y
15522,forlorn,sad lonely adjective,Y
15523,zealot,fanatic extremist,Y
15524,rubbish,garbage/nonsense noun,Y
15525,oblique,indirect/slanted adjective,Y
15526,ebb,recede/decline verb,Y
15527,salespeople,sales staff,Y
15528,ascending,rising/climbing adjective,Y
15529,jingle,catchy tune/ring verb/noun,Y
15530,exonerate,clear from blame verb,Y
15531,patriarchy,male-dominated system,Y
15532,selfishness,self-centered quality,Y
15533,bayonet,blade weapon,N
15534,frosted,iced/frozen adjective,Y
15535,toaster,bread toasting device,N
15536,thirty-four,number,N
15537,poplar,tree type,N
15538,pelvic,pelvis-related medical,N
15539,disappearing,vanishing adjective,Y
15540,respectability,social standing,Y
15542,amnesia,memory loss,Y
15543,impotence,powerlessness/erectile,Y
15544,prudence,caution/wisdom noun,Y
15545,resolute,determined adjective,Y
15546,dismissive,contemptuous adjective,Y
15547,unremarkable,ordinary adjective,Y
15548,blistering,extremely hot/harsh,Y
15549,uh-oh,worry interjection,N
15550,dingy,dirty drab adjective,Y
15551,steely,hard determined adjective,Y
15552,ovary,reproductive organ,N
15554,wallow,roll/indulge verb,Y
15555,flattened,made flat adjective,Y
15556,shale,rock type,N
15557,scamper,run quickly verb,Y
15558,drapery,curtains/fabric,Y
15559,eradication,complete elimination,Y
15560,school-based,located at school,Y
15561,reflected,simple past participle,N
15562,cobblestone,paving stone,Y
15563,outpace,exceed/surpass verb,Y
15565,unfriendly,not friendly adjective,Y
15566,rampage,violent rampage noun/verb,Y
15567,cameo,brief appearance,Y
15568,interchangeable,mutually substitutable,Y
15570,hummingbird,tiny bird,N
15571,sonnet,poem form,Y
15572,excluding,leaving out preposition,Y
15573,two-bedroom,room count adjective,N
15575,potted,in pot adjective,Y
15576,dark-haired,hair color adjective,N
15578,high-priced,expensive adjective,Y
15580,traumatize,cause trauma verb,Y
15581,first-ever,inaugural adjective,Y
15582,exasperation,frustration noun,Y
15583,tint,slight color verb/noun,Y
15584,null,void/zero adjective,Y
15585,pained,hurt expression adjective,Y
15586,non-western,outside Western culture,Y
15587,well-defined,clearly defined,Y
15589,gaudy,tastelessly showy adjective,Y
15590,rebuttal,counterargument noun,Y
15591,payer,one who pays,Y
15592,tranquility,peacefulness noun,Y
15593,vanguard,forefront/leading position,Y
15594,enchanted,magical/delighted adjective,Y
15595,waving,moving hand gesture,Y
15596,hemp,plant fiber,Y
15597,condemned,sentenced/criticized adjective,Y
15598,nomadic,wandering lifestyle,Y
15599,petrified,terrified/fossilized adjective,Y
15600,loafer,lazy person/shoe,Y
15601,dismount,get off/descend verb,Y
15602,asymmetry,lack of symmetry,Y
15603,secrete,hide/produce substance verb,Y
15605,submerged,underwater adjective,Y
15606,bode,predict/foreshadow verb,Y
15607,out-of-state,from another state,Y
15608,carnivore,meat-eater noun,Y
15610,enriched,improved/enhanced adjective,Y
15611,nectar,sweet liquid,Y
15612,fixate,obsess/focus verb,Y
15613,concluding,final/ending adjective,Y
15614,celibacy,sexual abstinence,Y
15615,gatekeeper,controller/guard noun,Y
15616,hustler,aggressive worker/con,Y
15617,flunk,fail verb,Y
15618,drab,dull dreary adjective,Y
15619,misstep,error/mistake noun,Y
15621,denigrate,belittle verb,Y
15622,pedophile,child abuser,Y
15623,enumerate,list/count verb,Y
15624,maniac,crazy person,Y
15625,fleeing,running away adjective,Y
15626,remission,temporary recovery,Y
15627,cultivar,plant variety,Y
15628,stuffy,airless/pompous adjective,Y
15629,philosophically,philosophical manner,Y
15630,slalom,skiing race,N
15631,wrest,forcibly pull verb,Y
15632,chug,drink/engine sound verb,Y
15633,far-fetched,unlikely/improbable adjective,Y
15634,restitution,compensation/restoration,Y
15635,acquired,obtained adjective,Y
15636,gripping,compelling adjective,Y
15637,diversified,varied adjective,Y
15638,self-serving,selfish adjective,Y
15639,genitals,reproductive organs,N
15640,paprika,spice,N
15641,cleanliness,clean state,Y
15642,calming,soothing adjective,Y
15643,truffle,fungus/chocolate,N
15644,mid-size,medium-sized adjective,Y
15645,whittle,carve/reduce verb,Y
15646,antithesis,direct opposite,Y
15647,suede,soft leather,N
15648,ouch,pain interjection,N
15649,lattice,crisscross framework,Y
15650,befit,be appropriate verb,Y
15651,musket,old gun,N
15652,lovemaking,sexual intercourse,Y
15654,undulating,wavelike motion,Y
15655,scanning,examining/digitizing,Y
15656,tenderly,gentle loving manner,Y
15657,spinner,rotating device/person,Y
15658,justified,valid/aligned adjective,Y
15659,recitation,oral presentation,Y
15660,stipend,allowance/payment noun,Y
15661,euphemism,polite substitute word,Y
15662,barbaric,cruel savage adjective,Y
15663,spoiled,ruined/pampered adjective,Y
15664,peacetime,non-war period,Y
15665,ridiculously,absurdly adverb,Y
15666,practiced,skilled/rehearsed adjective,Y
15667,self-evident,obvious adjective,Y
15668,ontological,nature of being,Y
15669,greased,lubricated adjective,Y
15670,ticking,clock sound/fabric,Y
15671,refurbish,renovate verb,Y
15672,band-aid,adhesive bandage/temporary fix,Y
15674,mecca,important center/holy city,Y
15675,masterful,skillful/dominating adjective,Y
15676,redhead,red-haired person,Y
15678,blight,plant disease/urban decay,Y
15679,left-handed,using left hand,Y
15680,sci-fi,science fiction abbreviation,Y
15681,pueblo,Native American village,N
15683,paleontologist,fossil scientist,N
15684,weld,join metal verb,Y
15685,actuality,reality noun,Y
15686,stub,short remnant verb/noun,Y
15687,crippled,disabled/severely damaged,Y
15688,urinate,pass urine verb,Y
15689,thoroughfare,main road,Y
15690,omelet,egg dish,N
15691,non-native,foreign/introduced adjective,Y
15692,elated,extremely happy adjective,Y
